Symbol	xref_id	Basal_011116	Basal_011316	Basal_081715	Basal_112415	Suprabasal_011116	Suprabasal_011316	Suprabasal_081715	Suprabasal_112415
TMEM82	388595	0	0	0	0	0	0	0	0
FBLIM1	54751	0.2491	0.1013	0.6163	1.399	0.4918	0.1568	1.469	0.1071
UQCRHL	440567	1.286	0.5651	5.464	4.521	1.406	1.457	4.725	3.161
SPEN-AS1	729614	0.05066	0.1113	0.2463	0.2739	0.1904	0.2371	0.2556	0.6454
SPEN	23013	9.216	4.926	8.225	9.61	7.403	4.556	7.357	3.399
ZBTB17	7709	0.7705	1.071	1.4	1.843	0.6998	0.8	1.925	0.912
SRARP	149563	0	0	0	0	0	0	0	0
HSPB7	27129	0	0	0	0.04444	0	0	0	0
CLCNKA	1187	0	0	0	0	0	0	0	0
CLCNKB	1188	0	0	0	0	0	0	0	0
FAM131C	348487	0	0	0	0	0	0	0	0
EPHA2	1969	0.551	0.5143	0.6055	1.306	0.8527	0.3034	1.864	0.2876
EPHA2-AS1	101927479	0	0.02577	0.06754	0.02854	0.2074	0.1105	0.3409	0.1861
ARHGEF19	128272	1.045	0.7553	5.317	3.716	1.895	0.5543	3.333	1.902
ANO7L1	101927546	0.119	0.06536	0.0533	0.1528	0	0.2931	0.5464	0.4806
CPLANE2	79363	0	0	0.01918	0.02026	0	0.3138	0.1361	0
FBXO42	54455	1.458	0.66	1.633	3.221	2.288	1.322	1.509	1.336
SZRD1	26099	1.533	1.123	4.897	4.847	1.385	1.766	4.861	2.306
SPATA21	374955	0.4215	0.3359	1.271	0.8447	0.2732	0.4214	1.002	0.3681
NECAP2	55707	3.265	0.9894	2.334	2.568	2.755	1.477	3.4	5.831
LINC01772	107984921	0.8388	0.2082	0.02183	0.4036	0.2332	0.1891	0.01722	0.03881
CROCCP3	114819	0.1805	0.03147	0.3629	0.1882	1.26	0.127	0.06244	0.176
RNU1-1	26871	0	0.206	1.728	1.141	0.2883	3.326	0.3406	0.192
TRN-GTT5-1	107985757	0	0	0	0	0	0	0	0
LINC01783	100132147	0	0	0	0	0	0	0	0
TRE-TTC4-1	107985758	0	0	0	0	0	0	0	0
TRG-CCC1-1	7195	0	0	0	0	0	0	0	0
NBPF1	55672	3.2	1.872	3.879	7.384	0.7625	1.111	1.271	1.708
LOC105376794	105376794	0.9274	0.5577	0.91	1.006	0.6232	0.2904	0.5838	0.3815
CROCCP2	84809	0.6535	0.4785	1.023	1.972	0.4019	0.2511	0.8704	0.7493
MST1P2	11209	1.628	1.743	3.373	3.279	0.6817	0.4268	1.113	0.8123
LOC107985736	107985736	0.03297	0.1931	0.06327	0.2273	0	0.1096	0.009979	0.03375
RNU1-3	26869	0	0.618	0.8639	0.4563	0.2883	6.86	0.8516	0
TRG-CCC4-1	107985759	0	0	0	0	0	0	0	0
ESPNP	284729	0	0	0	0	0	0	0	0
TRG-CCC5-1	100189045	0	0	0	0	0	0	0	0
RNU1-4	6060	0	0.618	1.296	0.4563	0.2883	7.068	0.3406	0
MST1L	11223	1.117	1.18	0.5994	1.427	0.314	0.1461	0.1975	0.1012
MIR3675	100500876	0	0	0	0	0	0	0	0
TRG-CCC1-2	100189298	0	0	0	0	0	0	0	0
LOC112267871	112267871	0	0	0	0.02896	0	0	0	0
TRE-TTC3-1	7193	0	0	0	0	0	0	0	0
TRN-GTT13-1	100189183	0	0	0	0	0	0	0	0
LOC105376805	105376805	1.172	1.877	1.012	7.424	0.3002	1.732	0.8867	1.35
TRN-GTT4-1	791226	0	0	0	0	0	0	0	0
RNU1-2	26870	0	0.412	0.6479	0.6844	0	2.079	0.1703	0
CROCC	9696	0.3568	0.2986	1.039	1.263	0.1161	0.2971	0.5074	0.4793
MFAP2	4237	0.1177	0.4309	0	0.2227	0	0	0	0
LOC105376806	105376806	0	0.5106	0	0	0	0	0	0
ATP13A2	23400	0.845	0.184	1.701	1.315	0.1639	0.5147	0.802	0.5768
SDHB	6390	10.91	3.195	16.4	18.91	14.86	11.55	17.64	16.97
PADI2	11240	0.3417	0	0.1697	0.0815	0	0	0.02434	0
LOC105376808	105376808	0	0	0	0	0	0	0	0
LINC02783	400743	0	0	0	0.2537	0	0	0.1894	0
PADI1	29943	0.01575	0.04614	0.26	0.1022	0.1938	0.5879	0.4674	0.05376
PADI3	51702	0	0	0	0.1599	0	0	0.2279	0.006117
MIR3972	100616188	0	0	0	0	0	0	0	0
PADI4	23569	0	0	0	0	0	0	0	0
PADI6	353238	0	0	0	0	0	0	0	0
RCC2	55920	3.994	5.125	15.84	21.25	8.06	5.802	12.77	11.71
ARHGEF10L	55160	0.2301	0.3875	0.5123	0.7875	0.1651	0.2686	0.7802	0.4931
LINC02810	107984028	0	0	0	0	0	0	0	0
ACTL8	81569	0	0	0	0	0	0	0	0
LOC105376809	105376809	0	0	0	0	0	0	0	0
LOC105376812	105376812	0	0	0	0	0	0	0	0
LINC01654	101927876	0	0	0	0	0	0	0	0
IGSF21	84966	0	0	0	0	0	0	0	0
IGSF21-AS1	105376814	0	0	0	0	0	0	0	0
KLHDC7A	127707	0	0	0	0	0	0	0	0
PAX7	5081	0	0	0	0	0	0	0	0
TAS1R2	80834	0	0	0.01405	0	0	0	0	0
ALDH4A1	8659	2.474	2	5.321	5.621	9.178	2.361	5.023	3.359
MIR4695	100616120	0	0	0	0	0	0	0	0
MIR1290	100302276	0	1.299	0	0	0	0	0	0
IFFO2	126917	1.366	2.132	3.984	3.651	0.9796	3.228	1.297	3.399
LOC105376815	105376815	0	0	0	0.02323	0	0	0	0
UBR4	23352	2.541	1.547	4.343	6.34	3.985	2.468	4.32	4.222
EMC1-AS1	101927895	0.8352	0.6116	1.094	1.116	0.2014	0.03631	1.696	0.4359
EMC1	23065	3.934	1.463	3.737	5.518	2.474	3.26	2.148	2.799
MRTO4	51154	0.5861	0.04154	1.219	2.27	0.8721	1.607	2.026	1.82
AKR7L	246181	0.01953	0.0143	0.015	0.1109	0	0.07216	0.02365	0
AKR7A3	22977	0.02046	0	0.03141	0.08296	0	0.04535	0.07432	0
LOC100506730	100506730	0.03706	0.4206	0.7681	1.112	0.5318	0.1917	0.4599	0.2023
AKR7A2	8574	0.9865	0.2838	1.92	3.214	2.221	1.51	2.357	0.3366
SLC66A1	54896	0.07086	0.01038	0.2067	0.2586	0	0.02094	0.399	0.2225
CAPZB	832	1.74	0.9665	4.643	6.773	3.247	3.786	6.073	8.443
LOC105376819	105376819	0	0	0	0	0	0	0	0
LOC105376818	105376818	0	0	0	0	0	0	0	0
LOC105376817	105376817	0	0	0	0	0	0	0	0
MICOS10-DT	105378614	0	0	0	0.3615	0	0	0	0
MICOS10	440574	1.014	0.8623	4.755	7.154	5.935	5.02	8.206	5.574
MICOS10-NBL1	100532736	0.4186	0.5671	2.925	4.533	1.995	2.568	4.791	2.343
RPS14P3	644068	0	0	0.3804	0.4911	0.05643	0.08136	0.2	0.3758
NBL1	4681	0.2202	0.1075	1.217	1.774	0.4815	0.7593	1.973	0.5009
HTR6	3362	0.2671	0	0.0466	0.04923	0	0	0.0147	0.1657
TMCO4	255104	0.5697	0.2588	1.052	0.5381	0.2366	0.453	0.7554	0.2215
RNF186	54546	0	0	0	0	0	0	0	0
LOC105376823	105376823	0	0	0	0	0	0	0.4538	0
OTUD3	23252	0.4804	0.1313	0.3836	0.7221	0.5647	0.1988	0.4266	0.05684
PLA2G2E	30814	0	0	0	0	0	0	0	0
PLA2G2A	5320	0	0	0	0.838	0	1.693	0.544	8.401
PLA2G5	5322	0	0	0	0	0	0	0	0
PLA2G2D	26279	0	0	0	0	0	0	0	0
PLA2G2F	64600	0	0	0	0	0	0	0	0
PLA2G2C	391013	0	0	0	0	0	0	0	0
UBXN10	127733	0	0	0	0	0	0	0	0
UBXN10-AS1	101928017	0	0	0	0	0	0	0	0
LOC105376825	105376825	0	0	0	0	0	0	0	0
LOC105376826	105376826	0	0	0	0	0	0	0	0
LINC01757	105376827	0	0	0	0	0	0	0	0
LOC105376828	105376828	0	0	0	0	0	0	0	0
VWA5B1	127731	0	0	0	0	0	0.005648	0	0
LINC01141	339505	0	0	0	0	0	0	0	0
CAMK2N1	55450	0	0.08715	0.1827	0	0	0.7621	0	0
MUL1	79594	0.235	0.3227	0.5751	0.5956	0.1506	0.5861	1.058	0.2005
FAM43B	163933	0	0	0	0	0	0	0	0
CDA	978	0	0	0.04378	0	0	0.2528	2.659	0.5449
PINK1	65018	1.129	1.043	2.919	3.859	2.26	1.014	5.151	1.896
MIR6084	102464833	0	0	0	0	0	0	0	0
PINK1-AS	100861548	1.205	1.179	3.547	3.091	1.469	0.7519	4.005	2.686
DDOST	1650	1.714	1.525	9.179	7.269	2.936	1.203	6.963	4.547
KIF17	57576	0	0.1488	0.1213	0	0	0	0	0
SH2D5	400745	0	0	0.1081	0	0	0	0.05115	0
LOC112268222	112268222	0.5024	0.4869	1.656	2.577	0.9467	0.5405	1.262	1.972
HP1BP3	50809	4.274	2.535	7.404	8.491	7.069	3.851	5.536	4.173
EIF4G3	8672	4.414	2.47	7.368	9.208	9.383	5.83	8.509	5.818
LOC105376830	105376830	0	0	0.07745	0.1636	0	0.1367	0.1018	0.241
LOC105376829	105376829	0	0	0.1151	0.4559	1.498	0.4154	0	0.307
MIR1256	100302155	0	0	0	0	0	0	0	0
ECE1	1889	1.897	0.7068	5.182	3.501	0.2954	1.005	1.148	0.6954
ECE1-AS1	100506801	0.07169	0	0.01376	0.02907	0	0	0	0
LOC105376832	105376832	0	0	0	0	0	0	0	0
NBPF3	84224	0.2937	0.7885	1.162	1.215	0.01544	0.1224	0.2735	0.6835
ALPL	249	0	0	0	0	0	0	0	0
LINC02596	105376834	0	0	0	0	0	0	0	0
RAP1GAP	5909	0	0	0.05571	0.1261	0	0.02298	0.1695	0.1769
USP48	84196	2.631	0.89	3.851	5.829	2.534	1.45	3.409	1.777
LDLRAD2	401944	0.2313	0.07258	0.3974	0.4555	0.1806	0.05697	0.08002	0.1278
HSPG2	3339	3.615	1.599	5.272	5.312	1.014	1.216	0.9817	1.473
CELA3B	23436	0	0	0	0	0	0	0	0
CELA3A	10136	0	0	0	0	0	0	0	0
LINC01635	101928043	0	0.2904	0	0.1072	0	0	0	0
LINC00339	29092	0.5983	0.04868	0.7655	0.8357	0.7155	0.6386	0.1811	0
CDC42-AS1	112268223	0	0	0.1084	0.1527	0	2.922	0.0285	0.9961
CDC42	998	3.516	1.699	4.718	10.51	5.081	5.182	5.874	5.956
WNT4	54361	16.38	11.33	15.39	8.369	1.81	1.699	2.373	1.529
LOC105376845	105376845	0.6155	0.7391	0.6615	1.497	0	0	0.2683	0.4033
LOC105376850	105376850	0	0	0.07119	0.2256	0	0	0.03743	0.01055
LOC107985377	107985377	0	0	0	0	0	0	0	0
MIR4418	100616433	0	0	0	0	0	0	0	0
LOC105376856	105376856	0	0	0	0	0	0	0	0
ZBTB40	9923	1.062	0.881	1.76	1.502	1.103	0.312	1.204	0.7964
EPHA8	2046	0	0	0	0	0	0	0	0
MIR6127	102466615	0	0	0	0	0	0	0	0
C1QA	712	0	0	0	0	0	0	0	0
C1QC	714	0	0	0	0	0	0	0	0
C1QB	713	0	0	0.02831	0.08973	0	0	0	0.3272
EPHB2	2048	0.09301	0	0.1273	0	0	0	0	0
MIR4684	100616391	0	0	0	0	0	0	0	0
MIR4253	100422914	0	0	0.5209	0	0	0	0	0
LACTBL1	646262	0	0	0	0	0	0	0	0
TEX46	729059	0.2703	0	0	0.1462	0	0	0	0
KDM1A	23028	6.958	3.712	11.97	15.37	18.45	6.387	12.94	9.327
MIR3115	100422866	0	0	0.5209	1.651	0	0	0	0
LUZP1	7798	3.219	1.625	2.169	4.971	1.986	2.173	2.337	2.045
HTR1D	3352	0	0	0	0	0	0	0	0
LINC01355	100996511	0.2891	0.1732	0.3934	0.5115	0	0.00971	0.3501	1.013
HNRNPR	10236	2.799	1.855	5.08	6.893	3.051	3.608	5.407	3.531
ZNF436	80818	2.072	1.906	3.841	8.537	5.859	1.759	4.902	2.829
ZNF436-AS1	148898	0.1608	0.1884	0.6296	0.8999	0	0.1069	0.4089	0.6476
TCEA3	6920	0.9642	0.8925	2.835	5.931	4.923	4.302	7.435	4.83
ASAP3	55616	0.2221	0.1239	0.06494	0.3345	0	0.336	1.268	0.4475
E2F2	1870	0.3787	0.6904	1.489	3.309	2.384	0.9536	2.615	1.16
LOC101928163	101928163	0	0.02787	0	0.1235	0	0	0.3457	0.1559
LOC105376859	105376859	0	0	0	0	0	0.0796	0.3424	0
ID3	3399	0.2428	0.4267	2.349	2.875	1.643	1.041	1.5	0.7292
LOC107984928	107984928	0	0	0	0	0	0	0	0
MDS2	259283	0	0	0	0	0	0	0	0
RPL11	6135	122.5	42.52	375.3	189.7	110.1	77.13	274.8	77.97
ELOA	6924	1.409	0.4032	3.002	3.762	1.952	2.572	2.967	1.414
ELOA-AS1	100506963	1.362	0.6545	2.973	4.315	3.534	8.46	2.165	0.9586
PITHD1	57095	3.219	0.9555	6.211	12.65	10.82	3.964	10.8	9.52
LOC105376860	105376860	0.1001	1.392	0	1.217	0.2052	0	0.6665	0.3415
LYPLA2	11313	1.139	0.7462	1.549	2.965	0.9216	0.4872	1.923	1.555
GALE	2582	2.79	0.2414	0.5257	1.152	0.26	0.4498	1.413	1.368
HMGCL	3155	1.435	0.1681	2.026	1.978	1.029	2.608	2.328	1.802
LOC105376861	105376861	0	0	0	0	0	0	0	0
FUCA1	2517	0.2325	1.202	1.753	2.628	0.4905	2.627	1.755	1.064
CNR2	1269	0	0	0	0	0	0	0	0
LOC107984929	107984929	0	0	0	0	0	0	0	0
MIR378F	100616492	0	0	0	0	0	0	0	0
PNRC2	55629	2.406	4.621	6.905	16.63	2.049	2.024	3.866	5.078
SRSF10	10772	2.502	1.156	3.508	6.042	1.727	2.032	3.187	3.156
LOC105378615	105378615	0	0	0	0	0	0	0	0
LOC105376863	105376863	0	0	0	0	0	0	0	0
LOC107984931	107984931	0	0	0	0	0	0	0	0
MYOM3	127294	0.2002	0	0	0.05197	0	0	0.009699	0
MYOM3-AS1	107985737	0	0	0	0.2107	0	0	0	0
LOC105376864	105376864	0	0	0.04385	0.01544	0	0	0	0
IL22RA1	58985	0.2694	0.6035	0.8274	1.26	0.13	0.7378	1.199	0.1839
IFNLR1	163702	0.3531	0.1591	1.119	1.241	1.271	0.04014	0.5372	1.186
LINC02800	284632	0	0	0.03837	0	0	0	0.06053	0.03412
GRHL3-AS1	105376871	0.8012	0.2385	0.4529	0.3784	0.1263	0.04554	0.2239	0
GRHL3	57822	0.6775	2.233	5.451	9.521	15.77	22.35	23.75	10.55
STPG1	90529	0.2543	0.3258	0.8101	1.248	2.398	0.1503	0.6158	1.562
NIPAL3	57185	1.645	0.2767	2.075	4.304	0.8937	0.5455	1.559	1.492
RCAN3AS	100750325	0	0	0	0	0	0.1286	0	0
RCAN3	11123	1.063	1.115	1.642	6.176	1.555	2.998	3.1	3.358
NCMAP-DT	100506985	0.3319	0.2778	0.2912	4.461	1.215	0.5956	2.153	0.356
NCMAP	400746	0	0	0	0	0	0	0	0
SRRM1	10250	7.983	6.441	14.09	19.26	7.565	10.42	12.93	10.37
CLIC4	25932	1.432	0.2304	1.174	4.513	1.423	0.513	0.8144	1.866
LOC105376876	105376876	0	0	0	0	0	0	0	0
RUNX3	864	0	0	0.007224	0	0	0.06953	0.005697	0
MIR6731	102465437	0	0	0	0	0	0	0	0
LOC107984932	107984932	0	0	0	0	0	0	0	0
RUNX3-AS1	105376878	0	0	0	0	0	0	0	0
MIR4425	100616365	0	0	0	0	0	0	0	0
LINC02793	105376879	0	0	0	0	0	0	0	0
SYF2	25949	2.521	0.9229	9.394	10.12	3.607	2.658	6.661	7.115
RSRP1	57035	1.734	0.8894	2.922	6.016	1.019	1.497	1.671	3.906
LOC105376882	105376882	0	0	0	0	0	0	0	0
RHD	6007	0.01136	0.06654	0.02616	0.3408	0.03492	0	0.02063	0
TMEM50A	23585	7.165	2.238	7.672	14.66	4.626	5.269	9.58	10.1
RHCE	6006	3.35	0.8019	3.371	5.869	2.267	2.039	3.27	3.136
MACO1	55219	2.327	0.8276	3.952	3.403	1.709	0.7442	2.134	2.612
LDLRAP1	26119	1.054	0.8701	1.383	1.689	0.9983	0.5612	1.272	0.7734
MAN1C1	57134	0.01631	0.01195	0.3319	0.4234	0	0	0.01482	0
SELENON	57190	8.438	5.106	11.77	12.53	5.656	8.297	10.78	8.876
MTFR1L	56181	1.344	1.589	3.125	3.503	1.043	1.092	2.336	3.682
LOC646471	646471	0.2021	0.4347	0.8047	1.936	0.5955	0.04666	0.5811	0.2586
AUNIP	79000	0.2874	0.2666	0.6766	0.7148	0.09819	0.3398	0.6728	0.4577
PAQR7	164091	5.041	3.089	10.44	10.85	2.686	2.711	6.158	5.119
STMN1	3925	2.787	1.38	7.765	21.76	4.158	3.075	6.765	5.921
MIR3917	100500808	0.9921	0.3633	1.523	24.94	3.559	7.698	4.505	11.85
LOC105376885	105376885	0	0	0	0	0	0	0	0
PAFAH2	5051	0.5573	0.102	0.3209	1.348	0.357	0.2132	1.452	1.814
LOC101928216	101928216	0	0	0	0	0	0	0	0
EXTL1	2134	0	0	0	0	0	0	0	0
SLC30A2	7780	0	0	0	0	0	0	0	0
LOC105376910	105376910	0	0	0	0	0	0	0	0
TRIM63	84676	0	0	0	0	0	0	0	0
PDIK1L	149420	0.3906	0.1788	0.6158	1.137	0.1144	0.02062	0.8953	0.7284
LOC105376886	105376886	0.22	0	0.05631	0.119	0	0	0	0
FAM110D	79927	0	0	0	0	0	0	0	0
C1orf232	110806296	0	0	0	0	0	0	0	0
ZNF593	51042	0	0.05295	0.4441	2.991	2.001	0	3.546	0.1481
CNKSR1	10256	4.512	0.4494	5.127	4.318	1.98	1.134	3.388	1.047
CATSPER4	378807	0	0	0	0	0	0	0	0
ZPLD2P	101928303	0	0.5641	0	0	0	0	0	0
CEP85	64793	0.4994	0.6144	1.219	2.454	1.147	0.2657	0.8829	0.5454
SH3BGRL3	83442	163.9	112.6	211	255.8	236.7	333.5	313.1	143.4
UBXN11	91544	0.2449	0.1304	0.2906	0.7404	0	0.06581	0.3909	1.216
CD52	1043	0	0.5064	1.289	0	0	0	0.05981	0
CRYBG2	55057	0	0.0344	0.04207	0.3556	0.2086	0.1446	1.351	0.203
ZNF683	257101	0	0	0	0	0	0	0	0
LIN28A	79727	0	0	0	0	0	0	0	0
DHDDS	79947	2.367	1.975	5.356	4.408	7.277	3.63	3.715	6.217
DHDDS-AS1	101928324	0.1765	0.9911	0.2711	1.384	0.5428	0	0.2138	0.04016
HMGN2	3151	8.728	3.657	24.1	27.56	12.89	7.802	20.37	10.06
RPS6KA1	6195	1.316	0.8093	2.26	3.102	0.1527	1.395	0.6617	0.07628
MIR1976	100302190	0	0	0	0	0	0	0	0
LOC105376888	105376888	0	0.01961	0	0	0	0.07914	0	0
LOC101928728	101928728	0.02076	0.2737	0.01594	0.2526	0.02128	0.2608	0.3143	0
ARID1A	8289	11.31	6.426	10.04	12.91	9.48	7.73	9.243	6.58
PIGV	55650	0.2186	1.006	1.378	2.634	0	0.8883	1.248	0.5328
ZDHHC18	84243	0.3292	0.5692	1.011	1.105	0.7405	0.2703	1.611	0.5867
SFN	2810	56.36	18.65	68.94	81.9	226.8	103.5	182.1	101.4
GPN2	54707	0.5439	0.3331	0.6226	1.412	0.6488	0.7235	0.6227	0.4725
GPATCH3	63906	0	0.7154	0.7334	0.07043	0.02225	0.2406	0.1183	0.4149
NUDC	10726	2.638	1.717	5.109	5.593	7.051	3.924	7.202	3.977
NR0B2	8431	0	0	0.08789	0	0	0	0	0
KDF1	126695	0.02317	0.03394	2.081	5.525	0.38	0.05137	1.908	1.17
TRNP1	388610	0.3896	0.235	0.7038	1.896	5.38	0.6943	1.082	0.5631
TENT5B	115572	1.704	0.5248	3.152	3.911	0.0397	0.7585	5.066	2.432
LOC101928391	101928391	0.04708	0	0	0.07636	0	0.7653	0	0.2892
SLC9A1	6548	1.262	0.9308	3.029	4.925	1.544	0.6053	1.704	2.686
LOC102723760	102723760	0	0	0	0	0	0	0	0
WDTC1-DT	105376890	0	0	0	0	0	0	0	0
WDTC1	23038	1.383	0.7198	2.36	2.371	1.315	2.235	1.342	0.6994
TMEM222	84065	0.1206	0	1.389	0.9644	0	0.3438	1.336	0.7999
ACTG1P20	644961	0.0174	0.1656	0.05342	0.2116	0.107	0.07713	0.2844	0.7362
SYTL1	84958	7.642	3.106	8.279	10.27	2.932	2.705	7.377	5.858
MAP3K6	9064	2.666	0.8868	1.966	3.395	2.691	1.291	2.859	3.04
FCN3	8547	0	0	0.1337	0.2471	0.1784	0.7719	0	0
CD164L2	388611	0.8349	0.04529	0.6884	0.02508	0.1902	0.1599	0.2059	0.2955
GPR3	2827	0	0.03162	0	0.2101	0	0	0.01307	0
WASF2	10163	36.63	27.22	48.39	62.87	42.92	30.9	40.31	30.93
LOC105376892	105376892	0.1831	0.1829	0.1662	0.5401	0	0.0123	0.1512	0.4432
AHDC1	27245	0.5022	0.2807	1.289	1.809	1.306	0.8698	1.403	0.6818
FGR	2268	0	0.1165	0	0	0	0	0.0321	0.07237
LINC02574	111216282	0	0	0	0	0	0	0	0
IFI6	2537	1.397	0.3879	0.4437	3.164	0	0	1.195	1.709
FAM76A	199870	0.1072	0.03924	0.336	0.6375	0.3021	0.231	0.8112	0.3414
STX12	23673	1.642	1.069	2.23	8.25	1.559	2.472	4.207	5.169
PPP1R8	5511	1.852	1.632	2.995	7.762	3.259	4.251	2.719	4.743
SCARNA1	677774	0	0.6105	1.067	0.2254	3.418	5.339	0.5048	1.707
THEMIS2	9473	0	0	0.02589	0.0547	0	0.09968	0.1531	0
RPA2	6118	1.289	0.3603	4.047	5.72	1.297	1.212	3.362	0.2399
SMPDL3B	27293	0.06794	0.0199	0.1878	0.2645	0.01393	0.251	0.008228	0
XKR8	55113	0	0.05896	0.2596	0.7444	0	0.3332	0.6532	0
EYA3	2140	4.401	3.343	6.263	8.465	6.278	5.533	4.753	4.05
PTAFR	5724	1.412	0.7264	3.145	3.017	0.1879	0.1354	0.6463	0.01472
DNAJC8	22826	2.423	1.147	5.505	13.4	9.608	3.762	10.31	8.486
ATP5IF1	93974	6.447	2.878	12.36	14.97	8.156	5.277	15.29	11.11
SESN2	83667	0.34	0.1915	0.261	0.1273	0	0	0.2059	0
MED18	54797	0.3837	0.3336	0.3866	0.07779	0	0.05316	0.4791	0
PHACTR4	65979	3.944	2.47	7.515	9.219	5.844	4.54	5.554	6.632
RCC1	1104	0.8233	1.324	4.503	4.483	4.219	1.217	3.614	3.612
SNHG3	8420	4.897	4.205	9.617	15.18	6.349	13.01	22.21	20.72
SNORA73A	6080	0	1.469	5.818	2.711	0	0.6588	10.26	6.237
SNORA73B	26768	0.225	1.483	2.073	1.095	1.845	4.157	2.589	1.075
TRNAU1AP	54952	1.236	0.6371	1.705	3.268	1.267	0.2369	2.467	1.016
SNHG12	85028	3.295	0.9684	4.977	5.029	4.867	1.618	5.762	7.088
SNORD99	692212	41.52	3.801	19.92	31.8	62.07	11.08	27.23	30.7
SNORA61	677838	8.517	3.118	8.718	6.044	8.366	6.556	12.25	18.89
SNORA44	677825	0	0	0.2683	1.417	0	0	2.751	0.4771
SNORA16A	692073	0	0	2.907	1.117	0	0.2544	1.459	0
RAB42	115273	0	0.01563	0	0	0	0	0	0
TAF12	6883	0.9046	0.9127	1.837	1.891	0.103	2.644	2.008	0.247
TAF12-DT	105378616	0.2891	0.09073	0.6025	0.536	0.7197	0.03052	0.4751	0.08457
RNU11	26824	0	0	0.5247	0.2772	0	0	0.6207	0.4665
GMEB1	10691	0.8563	0.7698	1.293	1.846	1.434	1.235	1.871	1.801
YTHDF2	51441	3.209	1.186	2.971	8.267	2.241	0.9996	2.743	1.782
OPRD1	4985	0	0	0	0	0	0	0	0.00338
EPB41	2035	1.271	0.5873	1.265	2.105	2.351	1.502	1.686	1.526
TMEM200B	399474	0.3308	0.06057	0.6477	0.4695	0.3052	0.1956	0.4407	0.2032
SRSF4	6429	13	4.436	16.14	21.26	5.346	12.51	14.29	14.51
MECR	51102	0.3921	0.0957	0.903	1.357	0.6564	0.0676	0.6251	0.03568
PTPRU	10076	0.01607	0	0.1727	0.01955	0	0	0	0
LINC01756	101928460	0	0	0	0	0	0	0	0
LOC107984933	107984933	0	0	0	0	0	0	0	0
LOC107984934	107984934	0	0	0	0	0	0	0	0
LINC01648	101929406	0	0	0	0	0	0	0	0
LOC105378617	105378617	0	0	0	0	0	0	0	0
LOC105378618	105378618	0	0	0	0	0	0	0	0
MATN1	4146	0	0	0.3884	0	0	0	0	0.02466
MATN1-AS1	100129196	0.135	0.06592	0.311	0.2555	0	0.03326	0.06813	0.04608
LAPTM5	7805	0.08227	0.1054	0.1895	0.1835	0	0.152	0	0.2527
MIR4420	100616164	0	0	0	0	0	0	0	0
LOC105378620	105378620	0	0	0.009636	0	0	0	0	0
LOC105378621	105378621	0	0	0	0	0	0	0	0
LINC01778	105378622	0	0	0	0	0	0	0	0
LOC400748	400748	0	0	0	0	0	0	0	0
SDC3	9672	1.292	0.7361	0.6125	1.385	0.8586	0.3006	0.1739	0.1742
PUM1	9698	6.305	4.511	11.92	16.43	6.507	6.071	7.76	6.514
SNORD103A	692234	3.146	0.3839	0	2.126	0	0	0	0
SNORD103B	692235	1.573	0.3839	0	1.276	0	0	0	0
SNORD103C	692200	0	0	0	1.996	0	0	0	0
LOC107984935	107984935	0	0.7075	0.5563	0.3918	0.7427	0	0.2925	0
NKAIN1	79570	0	0	0	0.01101	0	0	0	0
SNRNP40	9410	1.714	0.9413	3.136	2.572	0.4099	1.414	1.868	3.393
ZCCHC17	51538	2.23	0.1633	3.595	1.753	2.953	1.673	3.281	2.002
FABP3	2170	0	0	0.2436	0.1158	0	0	0.1729	0.02166
LOC105378623	105378623	0	0	0	0	0	0	0	0
LOC107985470	107985470	0	0	0	0	0	0	0	0
SERINC2	347735	3.56	0.782	5.433	7.287	2.16	2.325	3.242	4.344
LOC105378625	105378625	0	0	0	0	0	0	0	0
LOC105379772	105379772	0	0	0	0	0	0	0	0.6215
LDC1P	149086	0	0	0	0	0	0	0	0
LINC01226	284551	0	0	0	0	0	0	0	0
LOC105378626	105378626	0.4131	0	0.05488	0.03865	0	0.00587	0	0
TINAGL1	64129	0.2324	0.2269	0.565	0.2985	0	0	0.1642	0
HCRTR1	3061	0.1075	0.045	0.1061	0.1121	0	0.0227	0.08371	0.02097
PEF1	553115	1.335	0.2691	1.778	1.679	0	0.4798	1.602	1.054
PEF1-AS1	107985471	0	0	0.0409	0.08641	0	0	0.1613	0
LOC105378628	105378628	0	0	0	0	0	0	0	0
COL16A1	1307	0.8637	0.8294	1.38	0.8038	0	0.1465	0.06001	0
LOC101929444	101929444	0.4445	1.172	0.3412	0	0	0	0	0
ADGRB2	576	0.01546	0	0.02374	0.1254	0	0	0	0
MIR4254	100423028	0	0	0	0	0	0	0	0
SPOCD1	90853	0	0	0	0	0	0	0	0
PTP4A2	8073	8.865	2.366	8.982	16.19	6.985	6.119	5.868	5.366
KHDRBS1	10657	9.425	3.375	13.33	19.38	7.899	7.83	11.61	7.819
TMEM39B	55116	2.428	1.354	1.218	1.739	0.2693	0.365	1.043	0.6886
MIR5585	100847018	0	0	0	1.903	0	0	0	0
KPNA6	23633	4.056	1.537	5.463	7.39	6.637	3.523	5.78	3.351
TXLNA	200081	4.565	2.813	9.791	7.701	7.465	4.789	6.762	3.145
CCDC28B	79140	0.1555	0.05693	0.1432	0.03783	0	0	0.113	0
TMEM234	56063	0.1275	0.5315	0.6174	0.5568	0.06032	0.1015	0.5047	0.9439
